observation_id,brand,brand_network,source_id,entity_type,turnover_band,service_code,service_name,service_level,complexity_tier,price_gbp_monthly_ex_vat,pricing_model,scope_notes,data_quality,url,captured_date,region
PNY013,Penney's Accountancy,independent,SRC071,ltd,0-49k,COMP_INCORPORATION,Company Incorporation,standard,simple,17,modelA,One-time £200+VAT + £50 filing fee converted to monthly; company formation service,A,https://www.penneysaccountancy.co.uk/prices/,2025-01-05,England
PNY014,Penney's Accountancy,independent,SRC071,ltd,0-49k,REGISTERED_OFFICE,Registered Office Annual,standard,simple,10,modelA,Annual £120.75+VAT converted to monthly; registered office service,A,https://www.penneysaccountancy.co.uk/prices/,2025-01-05,England
PNY015,Penney's Accountancy,independent,SRC071,ltd,0-49k,COMP_CONFIRMATION,Confirmation Statement,standard,simple,10,modelA,£114.48 includes £34 filing fee converted to monthly; confirmation statement filing,A,https://www.penneysaccountancy.co.uk/prices/,2025-01-05,England
PNY016,Penney's Accountancy,independent,SRC071,ltd,0-49k,COMPANY_SECRETARIAL,Company Secretarial Duties,standard,simple,8,modelA,From annual £89.25+VAT converted to monthly; company secretarial services,A,https://www.penneysaccountancy.co.uk/prices/,2025-01-05,England
PNY017,Penney's Accountancy,independent,SRC071,ltd,0-49k,TAX_REGISTRATION,Tax Registration,per_tax_type,simple,9,modelA,£103.95+VAT per tax type converted to monthly; tax registration service,A,https://www.penneysaccountancy.co.uk/prices/,2025-01-05,England
PNY018,Penney's Accountancy,independent,SRC071,ltd,0-49k,VAT_REGISTRATION,VAT Registration,standard,simple,13,modelA,£156.45+VAT one-time converted to monthly; VAT registration service,A,https://www.penneysaccountancy.co.uk/prices/,2025-01-05,England
PNY019,Penney's Accountancy,independent,SRC071,ltd,0-49k,PAYROLL_BASE,Director-Only Payroll,up_to_2_directors,simple,37,modelA,£36.75+VAT per payroll run converted to monthly (assumes 12 runs); director-only payroll up to 2 directors,A,https://www.penneysaccountancy.co.uk/prices/,2025-01-05,England
PNY020,Penney's Accountancy,independent,SRC071,ltd,0-49k,PAYROLL_BASE,Standard Payroll Simple,1_to_5_staff,simple,58,modelA,£57.75+VAT per run converted to monthly (assumes 12 runs); simple salary payroll 1-5 staff,A,https://www.penneysaccountancy.co.uk/prices/,2025-01-05,England
PNY021,Penney's Accountancy,independent,SRC071,ltd,0-49k,PAYROLL_BASE,Standard Payroll Complex,1_to_5_staff,standard,84,modelA,£84+VAT per run converted to monthly (assumes 12 runs); complex payroll with multiple changes 1-5 staff,A,https://www.penneysaccountancy.co.uk/prices/,2025-01-05,England
PNY022,Penney's Accountancy,independent,SRC071,ltd,0-49k,PAYROLL_BASE,Payroll 6-10 Employees,6_to_10_staff,simple,97,modelA,£96.60+VAT per run converted to monthly (assumes 12 runs); payroll for 6-10 employees,A,https://www.penneysaccountancy.co.uk/prices/,2025-01-05,England
PNY023,Penney's Accountancy,independent,SRC071,ltd,0-49k,PAYROLL_BASE,Payroll 11-15 Employees,11_to_15_staff,simple,139,modelA,£138.60+VAT per run converted to monthly (assumes 12 runs); payroll for 11-15 employees,A,https://www.penneysaccountancy.co.uk/prices/,2025-01-05,England
